product_id,sub_category
2271,Perfume
2273,Makeup Remover
2275,Nail Polish
2276,Skin Tint
2277,Deodorant
2278,Lip Tint
2282,Mist Pump
2283,Lip Tint
2285,Hair Mask
2286,Face Mask
2288,Face Moisturiser
2289,Face Moisturiser
2291,Conditioner
2292,Perfume
2293,Face Wash
2294,"Eyeshadows, Lip Butter & Lip and Cheek Tint"
2296,Shampoo
2297,Eau De Parfum
2298,Body Mist
2299,Makeup Sponge
2300,Lip Mask
2301,Lipstick
2302,Hair Serum
2304,Lipstick
2305,Lip Scrub
2307,Face Moisturiser
2310,Face Wash
2311,Hair Serum
2312,Body Scrub
2315,Hair Serum
2316,Body Lotion
2323,Foundation
2326,Blush
2327,Eau De Parfum
2328,Hair Serum
2331,Nail Polish
2332,Liquid Lipstick
2334,Foundation
2335,Makeup Sponge
2337,Sunscreen
2339,Hair Oil
2340,Face Cleanser
2342,Face Sunscreen
2349,Eyeshadow Palette
2350,Liquid Lipstick
2351,Sheet Mask
2353,Eau De Parfum
2354,Body Sunscreen
2355,Hair Serum
2357,Hair Serum
2358,Body Lotion
2359,Face Mask
2361,Lipstick
2362,Compact Powder
2368,"Crystal Wash, Pedi Wash, Pedi Micro Peel, Bubble Gum, Pedi Massage & Pedi Mask"
2369,Body Scrub
2370,Lip Gloss
2373,Beard Colour Cream
2374,Body Lotion
2375,Face Mask
2376,Lip Gloss & Lip Pencil
2377,Eyeshadow Palette
2381,Eyelash Curler
2386,Eau De Parfum & Fragrance Mist
2387,Face Primer
2388,Perfume
2390,Body Spray
2391,Hair Oil
2392,Eau De Parfum
2394,Hair Color Conditioner
2395,Face Sunscreen
2396,Sheet Mask
2397,Skin Cleanser
2398,Liquid Lipstick
2399,Face Wash
2402,Eau De Parfum
2404,Body Lotion
2407,Lip Mask
2408,Eyeshadow Palette
2410,Face Serum
2412,Eye Gel Patch
2413,Eau De Toilette
2414,Body Lotion
2415,Face Serum
2416,Beard Colour Cream
2419,Perfume
2420,Eau De Parfum
2421,Eau De Parfum
2422,Conditioner
2423,Body Lotion
2425,Hair Mask
2427,Blush
2429,Face Mask
2430,Toner
2431,D-Tan Face Pack
2432,Skin Cleanser
2437,Face Serum
2439,Nail Polish
2442,Setting Spray
2444,Lipstick
2447,Body Spray
2449,Eau De Toilette & Shower Gel
2453,Loose Powder
2454,Face Primer
2457,Eau De Toilette
2459,Face Brush
2460,Conditioner
2463,Eau De Toilette
2464,Eye Cream
2465,Body Wash
2466,Body Scrub
2467,Eau De Parfum
2469,Shower Gel
2470,Liquid Lipstick
2472,Hair Oil
2473,Eau De Parfum
2475,Eau De Toilette
2477,Lip Tint
2478,Hair Oil
2479,Perfume
2480,Face Moisturiser
2481,Body Mist
2482,Eyeshadow Palette
2483,Eau De Parfum
2485,Body Lotion
2488,Eau De Toilette
2489,Eye Gel Patch
2490,Hair Mask
2491,Face Brush
2493,Eau De Toilette
2495,Eyebrow Pencil
2496,Mascara
2497,Foundation
2498,Hair Spray
2501,Conditioner
2503,Makeup Remover
2504,Eyeshadow Palette
2507,Body Mist
2508,Nail Polish
2512,Eau De Parfum
2513,Face Sunscreen
2517,Eau De Parfum
2518,Hair Oil
2519,Perfume
2527,Nail Polish
2528,Eau De Parfum
2530,Hair Oil
2532,Lip Gloss
2533,Face Serum
2534,Makeup Brush
2535,Foundation
2536,Hair Serum
2538,Makeup Sponge
2543,Body Wash
2544,Shower Gel
2545,Sunscreen Body Lotion
2546,Eyeshadow Palette
2547,Lip Tint
2549,Strobe Cream
2550,Face Sunscreen
2551,Lipstick
2552,Nail Polish
2554,Liquid Lipstick
2555,Shampoo
2556,Eye Palette
2560,Essential Oil
2561,Hair Oil
2563,Body Wash
2566,Eye Gel Patch
2567,Serum
2568,Lipstick
2569,Eau De Parfum
2570,Shampoo
2571,Face Sunscreen
2572,Face Moisturiser
2573,Deodorant
2574,Shower Oil
2576,Parfum
2580,Shampoo
2581,Face Sunscreen
2583,Blush
2584,Shower Gel
2586,Lipstick
2589,Soap
2591,Eye Cream
2596,Eau De Parfum
2598,Body Polish
2600,Mascara
2601,Roll On
2602,Massage Oil
2604,Sheet Mask
2605,Lip Gloss
2608,Face Serum
2609,Lip Liner
2610,Eau De Parfum
2611,Face Brush
2612,Perfume
2615,Shower Gel
2616,Face Moisturiser
2618,Eau De Parfum
2619,Face Sunscreen
2621,Body Lotion
2623,Acne Spot Gel
2624,Foundation
2625,Hair Oil
2626,Hair Oil
2629,Body Lotion
2631,Body Mist
2633,Eau De Parfum
2637,Hair Color Conditioner
2638,Hair Color Creme
2639,Eye Brush
2641,Face Moisturiser
2642,Hair Mask
2645,Hair Serum
2646,Body Wash
2650,Powder Highlighter
2651,Body Groomer
2654,Highlighter
2657,Body Groomer
2661,Toner
2663,Perfume
2666,Face Moisturizer
2667,Body Lotion
2668,Perfume
2669,Face Cream
2670,Nail Polish
2674,Foundation
2675,Face Sunscreen
2676,Lip Tint
2677,Eye Shadow
2678,Face Moisturiser
2679,Shampoo
2680,Hair Serum
2682,Toner
2684,Shampoo
2687,Face Serum
2688,Eau De Toilette
2690,Eau De Parfum
2691,Nail Polish
2692,Sunscreen
2693,Nail Polish
2695,Body Wash
2696,Hair Serum
2697,Lip Balm
2698,Deodorant
2699,Massage Oil
2700,Setting Spray
2702,Body Lotion
2703,Kajal
2705,Eau De Toilette
2707,Kohl Kajal
2710,Deodorant Spray
2712,Sheet Mask
2715,Beard Oil
2716,Liquid Lipstick
2717,"Shower Gel, Body Lotion & Loofah"
2719,Lipstick
2720,Blush
2721,Eyeshadow Palette
2724,Makeup Brush
2726,Shampoo
2727,Eau De Parfum
2728,Hair Oil
2729,Face Primer
2734,Eye Palette
2735,Face Sunscreen
2736,Liquid Lipstick
2739,Face Serum
2740,Lipstick
2745,Loose Powder
2747,Face Sunscreen
2748,Liquid Lipstick
2750,Hair Serum
2751,Body Lotion
2752,Nail Polish
2753,Mascara Lash Brush
2754,Blush
2755,Hair Serum
2756,Perfume
2757,Perfume
2759,Eau De Parfum
2761,Body Scrub
2762,Face Mask
2763,Body Sunscreen Lotion
2765,Deodorant
2766,Body Lotion
2768,Face Sunscreen
2769,Deodorant
2771,Parfum
2775,Lip Tint
2776,Face Wash
2777,Eau De Toilette
2779,Nail Polish
2781,Face Sunscreen
2782,Night Cream
2783,Body Wash
2784,Makeup Brush
2786,Eau De Toilette
2789,Body Wash
2792,Hair Mask
2796,Lipstick
2798,Kajal
2800,Massage Oil
2802,Toner
2803,Conditioner
2804,Body Mist
2805,Eau De Parfum
2806,Hair Mask
2807,Face Scrub
2808,Face Mask
2814,Nail Polish
2815,Face Primer
2821,Eau De Parfum
2822,Shaving Gel
2823,Hair volume Powder
2824,Face Brush
2825,Hair Serum
2826,Nail Polish
2827,Body Mist
2828,Eau De Parfum
2830,Face Sunscreen
2832,Face Moisturiser
2834,Eau De Parfum
2835,Shampoo
2836,Nail Polish
2837,Conditioner
2839,Eau De Parfum
2840,Lipstick
2841,Essential Oil
2845,Lipstick
2848,Hair Color
2851,Blush
2853,Shampoo
2854,Liquid Lipstick
2856,Body Butter
2857,Body Wash
2859,Body Mist
2866,Face Moisturiser
2867,Hair Serum
2868,Eau De Toilette
2869,Facial Cream
2872,Body Lotion
2873,Foundation
2874,Eau De Parfum
2875,Blush
2876,Blush
2878,Shower Oil
2880,Eau De Parfum
2885,Nail Polish
2886,Perfume
2887,Eau De Toilette
2888,Eau De Parfum
2891,Shampoo
2892,Body Wash
2893,Blush
2894,Nail Polish Remover
2895,Eyeliner
2896,Deodorant
2898,Massage Oil
2899,Body Lotion
2900,Eau De Toilette
2902,Hair Serum
2905,Makeup Remover
2906,Hair Color
2908,Face Mask
2909,Color Corrector
2910,Deodorant
2911,Sleeping Face Mask
2912,Eau De Parfum & Deodorant
2913,Hair Wax
2917,Perfume
2924,Face Sunscreen
2925,Shampoo
2926,Eau De Parfum
2927,Face Sunscreen
2929,Liquid Blush
2930,Massage Oil
2931,Eau De Parfum
2936,Face Brush
2937,Hair Color Conditioner
2938,Body Lotion
2939,Face Mask
2943,Liquid Lipstick
2944,Eau De Parfum
2946,Lip Balm
2947,Highlighter Pressed Powder
2949,Scalp Serum
2950,Beard Colour Cream
2951,Blush
2953,Blush
2954,Nail Polish
2955,Body Lotion
2956,Body Lotion
2957,Makeup Remover
2959,Shampoo
2961,Nail Polish
2964,Roll On
2965,Cotton Puff
2966,Lip Gloss
2968,Cleanser
2970,Eau De Parfum
2973,Face Serum
2975,Eau De Parfum
2976,Body Lotion
2977,Face Wash
2979,Eau De Parfum
2980,Deodorant Roll On
2982,Beard Colour Cream
2983,Sheet Mask
2984,Lip Mask
2985,Hair Serum
2986,Lipstick
2988,Hair Serum
2989,Makeup Remover
2991,Eye Palette
2992,Face Mask
2994,"Face Wash, Face Scrub & Cream"
2995,Eau De Parfum
2996,Shower Gel
2997,Nail Polish
2998,Eau De Parfum
2999,Eye Palette
3000,Body Lotion
3002,Roll On
3004,Body Lotion
3006,Eau De Toilette
3010,Blush
3014,Eau De Parfum
3015,"Liquid Blush, Lip Gloss & Lip Liner"
3016,Lipstick
3017,Face Moisturizer
3020,Cleanser
3023,Lip Balm
3024,Face Wash
3027,Bronzer
3028,Lipstick
3032,Conditioner
3033,Hair Mask
3034,Serum
3035,Eau De Parfum
3037,Body Cleanser
3038,Body Wash
3039,Face Pack
3040,Face Moisturiser
3042,Eau De Toilette
3043,Body Lotion
3044,Body Wash
3047,Eau De Parfum
3048,Eyeliner
3049,Face Wash
3050,Eau De Parfum & Pen Spray
3053,Face Wash
3056,Conditioner
3059,Conditioner
3060,Nail Polish
3061,Trimmer
3062,Hair Serum
3063,Lip Mask
3064,Hair Serum
3066,Lipstick
3067,Hair Serum
3068,CC Cream
3069,Sunscreen
3070,Aloe Shave Gel
3071,Eau De Parfum
3072,Eyebrow Enhancer Pencil
3073,Eau De Parfum
3075,Shampoo
3076,Lip Balm
3077,Eye Palette
3082,Hair Serum
3084,Face Sunscreen
3086,Blush
3087,Mascara
3088,Bath Glove
3089,Face Mask
3091,Eyebrow Pencil
3097,Shower Oil
3098,Lipstick
3099,Shampoo
3102,Hair Serum
3103,Hair Serum
3104,Eyeshadow Palette
3106,Compact Powder
3107,Deodorant
3108,Shampoo
3109,Shampoo
3110,Perfume
3111,Hair Oil
3114,Face Primer
3115,Lip Liner
3116,Body Scrub
3118,Eau De Parfum
3120,Eau De Parfum
