product_id,brand
2359,Dr. Sheth's
2361,M.A.C
2362,Colorbar
2368,O3+
2369,mCaffeine
2370,Sheglam
2373,Bigen
2375,82°E
2376,Huda Beauty
2377,PAC
2378,OGX
2381,Beautiliss Professional
2386,AND
2387,Lakme
2388,DAVIDOFF
2390,Layer'r
2391,Forest Essentials
2392,Giorgio Armani
2394,Streax
2395,COSRX
2396,Biodance
2397,COSRX
2398,M.A.C
2399,CLINIQUE
2402,Narciso Rodriguez
2404,The Ordinary
2406,Hugo Boss
2408,L.A. Girl
2410,COSRX
2412,Patchology
2413,Reebok
2415,The Ordinary
2416,Bigen
2419,Valentino
2420,Burberry
2421,Yves Saint Laurent
2422,BBlunt
2423,Cetaphil
2427,Too Faced
2429,Benefit Cosmetics
2430,CLINIQUE
2431,O3+
2432,Episoft
2437,Natio
2439,Daily Life Forever52
2442,PAC
2444,M.A.C
2447,Layer'r
2449,Swiss Army
2451,Bella Vita
2453,Huda Beauty
2454,Benefit Cosmetics
2457,Jimmy Choo
2459,Real Techniques
2460,Olaplex
2462,Coach
2463,Maison Margiela
2464,Natio
2465,Minimalist
2466,SKIN COTTAGE
2467,Givenchy
2469,THE LOVE CO.
2470,Bobbi Brown
2472,Max Care
2473,Giorgio Armani
2475,DAVIDOFF
2477,Nuse
2478,WishCare
2479,Azzaro
2480,Re'equil
2481,Forest Essentials
2482,Europe Girl
2483,Tom Ford
2485,Vaseline
2487,Insight Cosmetics
2488,Prada
2489,Patchology
2490,Minimalist
2491,PAC
2493,Boss
2495,Swiss Beauty
2496,L'Oreal Paris
2497,TIRTIR
2498,OUAI
2500,Armaf
2501,OGX
2504,Yves Saint Laurent
2507,Plum
2508,Nails Our Way
2512,Police
2513,Re'equil
2514,Tommy Hilfiger
2515,Jean Paul Gaultier
2517,Prada
2518,SP
2519,Prada
2526,bareMinerals
2527,Swiss Beauty
2528,Gucci
2529,EDW Essenza
2530,Mamaearth
2532,Huda Beauty
2533,Beauty of Joseon
2534,Real Techniques
2535,Lakme
2536,Dove
2537,Ramsons
2538,Swiss Beauty
2541,Narciso Rodriguez
2543,Dr. Sheth's
2544,Kimirica
2545,Fixderma
2546,Daily Life Forever52
2547,Nuse
2549,Faces Canada
2550,Aqualogica
2551,L'Oreal Paris
2552,Nails Our Way
2554,M.A.C
2555,Olaplex
2556,Makeup Revolution
2560,Soulflower
2561,Kama Ayurveda
2563,Dove
2566,Patchology
2567,L'Oreal Paris
2568,FENTY BEAUTY
2569,DAVIDOFF
2570,OUAI
2571,Dr. Sheth's
2573,David Beckham
2574,L'occitane
2576,Giorgio Armani
2580,LOVE beauty AND planet
2581,SKIN1004
2583,M.A.C
2584,Kimirica
2586,M.A.C
2589,Sebamed
2591,Minimalist
2596,Yves Saint Laurent
2598,Murshmallow
2600,Lakme
2602,Kama Ayurveda
2605,Anastasia Beverly Hills
2608,Akind
2609,Sheglam
2610,Calvin Klein
2611,Real Techniques
2612,Giorgio Armani
2616,Beauty of Joseon
2618,Ajmal
2619,O3+
2623,FENTY SKIN
2624,Smashbox
2625,Mamaearth
2626,Moroccanoil
2629,THE LOVE CO.
2631,Forest Essentials
2633,Kayali
2637,L'Oreal Paris
2638,Garnier
2639,Real Techniques
2641,Axis-Y
2642,Dove
2645,Thriveco
2646,mCaffeine
2650,PAC
2651,Menhood
2654,Maybelline New York
2657,Bombay Shaving Company
2661,Re'equil
2663,Azzaro
2666,COSRX
2667,Aveeno
2668,Prada
2670,Nails Our Way
2671,Gucci
2674,Anastasia Beverly Hills
2675,Beauty of Joseon
2676,Nuse
2678,Bioderma
2679,L'Oreal Paris
2680,The Derma Co
2681,Carolina Herrera
2682,Laneige
2684,De Fabulous
2687,Minimalist
2688,Tommy Hilfiger
2690,Azzaro
2691,Lakme
2692,Laneige
2693,Lakme
2695,Foxtale
2696,Schwarzkopf Professional
2697,Nuse
2698,Police
2699,Forest Essentials
2700,M.A.C
2702,THE LOVE CO.
2703,Colorbar
2704,Prada
2705,Calvin Klein
2707,Plum
2710,CR7 Cristiano Ronaldo
2712,Klairs
2714,PAC
2715,Mancode
2716,Lakme
2717,Kimirica
2719,M.A.C
2720,M.A.C
2721,Daily Life Forever52
2724,Swiss Beauty
2726,Sebamed
2728,Cadiveu
2729,Smashbox
2734,Anastasia Beverly Hills
2735,Neutrogena
2736,Huda Beauty
2737,bareMinerals
2738,Conscious Chemist
2739,Akind
2740,FENTY BEAUTY
2741,Rabanne
2745,Laura Mercier
2747,The Derma Co
2748,Maybelline New York
2751,WishCare
2752,Lakme
2753,Bronson Professional
2754,Nuse
2755,The Ordinary
2756,Prada
2757,s.Oliver
2758,Coach
2759,Ajmal
2762,BiE - Beauty In Everything
2763,WishCare
2765,Ajmal
2766,Colorbar
2768,Re'equil
2769,Police
2771,Calvin Klein
2775,Nuse
2776,Mamaearth
2777,Calvin Klein
2779,Nails Our Way
2780,Sirona
2781,d'you
2783,Deconstruct
2784,Real Techniques
2786,Tommy Hilfiger
2787,THE LOVE CO.
2789,Lux
2790,Sheglam
2792,OUAI
2796,M.A.C
2798,Maybelline New York
2800,Forest Essentials
2802,Plum
2803,L'Oreal Paris
2804,Plum
2805,Maison Margiela
2806,Dove
2807,Dermalogica
2808,Beauty of Joseon
2814,KIKO Milano
2815,Swiss Beauty
2821,Colour Me
2822,Gillette
2823,Schwarzkopf Professional
2824,Ruby's Organics
2826,Nails Our Way
2827,Guess
2828,EMBARK
2830,Cetaphil
2832,Akind
2835,Pilgrim
2836,Lakme
2837,Tresemme
2839,Kayali
2840,Insight Cosmetics
2841,Soulflower
2845,M.A.C
2848,Schwarzkopf
2851,M.A.C
2853,QOD Professional
2854,Maybelline New York
2856,The Body Shop
2857,The Derma Co
2859,Forest Essentials
2862,Rabanne
2866,Laneige
2867,L'OREAL PROFESSIONNEL
2868,Maison Margiela
2869,Nuse
2872,Minimalist
2873,Lakme
2875,Maybelline New York
2876,Sheglam
2878,L'occitane
2880,AND
2885,Lakme
2886,Yves Saint Laurent
2887,Gucci
2888,Cacharel
2891,OGX
2892,Dr. Sheth's
2893,Too Faced
2894,Insight Cosmetics
2895,Makeup Revolution
2896,Police
2899,Dr. Sheth's
2900,Ulric De Varens
2902,Streax
2903,ISDIN
2905,Garnier
2906,BBlunt
2908,I'm From
2909,Huda Beauty
2910,L'occitane
2911,Laneige
2912,Ajmal
2913,Fix My Curls
2914,Huda Beauty
2917,Ralph Lauren
2919,Plum
2920,Prada
2924,Foxtale
2925,LOVE beauty AND planet
2926,Calvin Klein
2927,SKIN1004
2929,M.A.C
2930,Plum
2931,DAVIDOFF
2933,Burberry
2936,PAC
2937,L'Oreal Paris
2938,Kimirica
2939,Laneige
2940,Laneige
2943,PAC
2944,Givenchy
2946,Laneige
2947,Smashbox
2949,Dove
2951,Nuse
2953,Maybelline New York
2954,Lakme
2955,WishCare
2956,Neutrogena
2957,Garnier
2959,Sebamed
2961,Nails Our Way
2964,WishCare
2965,PAC
2966,Profusion Cosmetics
2968,Laneige
2970,Ajmal
2972,Calvin Klein
2973,COSRX
2975,Kayali
2976,Nivea
2977,The Derma Co
2979,Tom Ford
2980,Nivea
2982,Bigen
2983,The Face Shop
2985,Pilgrim
2986,Maybelline New York
2988,L'Oreal Paris
2989,L'Oreal Paris
2991,PAC
2992,Sulwhasoo
2994,The Man Company
2995,LA' French
2996,Dream. Immerse. Play.
2997,Lakme
2998,Kylie Cosmetics
2999,Insight Cosmetics
3000,Be Bodywise
3002,Minimalist
3004,Nivea
3006,Guess
3009,Calvin Klein
3010,PIXI
3014,Coach
3015,Huda Beauty
3016,Lakme
3017,Minimalist
3019,bareMinerals
3020,Cetaphil
3023,Nuse
3025,Anastasia Beverly Hills
3027,FENTY BEAUTY
3028,Chambor
3033,Schwarzkopf Professional
3034,Re'equil
3035,Chloe
3037,Bioderma
3038,Cetaphil
3039,SKIN1004
3040,Dermalogica
3042,Police
3043,Vaseline
3044,Bioderma
3046,Ustraa
3047,Giorgio Armani
3048,PAC
3049,SKIN1004
3050,Marc Jacobs
3051,Laneige
3052,Azzaro
3053,The Face Shop
3056,WishCare
3057,Plum
3060,Nails Our Way
3061,Philips
3062,It's a 10 Haircare
3063,Laneige
3064,Lador
3066,FENTY BEAUTY
3067,Thriveco
3068,Lakme
3069,Laneige
3070,CLINIQUE
3071,Ajmal
3072,Insight Cosmetics
3073,Prada
3074,Rabanne
3075,Minimalist
3076,Laneige
3077,Makeup Revolution
3082,Pilgrim
3083,Elizabeth Arden
3084,Foxtale
3086,Huda Beauty
3087,Maybelline New York
3088,mCaffeine
3089,The Derma Co
3091,ETUDE HOUSE
3097,L'occitane
3098,Yves Saint Laurent
3099,Mamaearth
3102,Inde Wild
3103,BBlunt
3104,Miss Claire
3106,Lakme
3107,Jaguar
3108,L'Oreal Paris
3109,OGX
3110,Calvin Klein
3111,Beauty Garage
3113,Coach
3114,Lakme
3115,Anastasia Beverly Hills
3116,Tree Hut
3118,Yves Saint Laurent
3120,Colour Me
